ID,TIME,Numerical_1,Numerical_2,Numerical_3,Numerical_4,Numerical_5,Categorical_1,Categorical_2,Categorical_3,Categorical_4,Categorical_5,DEF,FPD,OLD_SCORE,WEIGHT
6145,2017-03-13 8:40,0.782556243,6.065871884,3.170058935,NA,1.841430096,DDD,CCC,BBB,NA,BBB,,0,0.874101776,2
6146,2017-03-13 8:47,0.703964029,3.753016588,NA,18.99874343,7.928223802,BBB,CCC,AAA,DDD,CCC,,0,0.016964706,3
6147,2017-03-13 8:51,1.195045482,2.6521941,8.023652737,0.301527502,0.448799704,GGG,BBB,BBB,BBB,EEE,,0,0.865563256,3
6148,2017-03-13 8:55,3.380173695,3.905371414,9.259983292,2.174692494,NA,DDD,EEE,CCC,CCC,CCC,,0,0.747246284,1
6149,2017-03-13 8:56,0.555821081,0.877789298,NA,0.149460803,0.073816833,EEE,DDD,CCC,NA,DDD,,0,0.616315564,3
6150,2017-03-13 9:06,1.576735081,0.725561611,1.12423187,4.377779623,1.512329049,CCC,GGG,AAA,NA,NA,,0,0.620601986,4
6151,2017-03-13 9:22,0.538581923,0.958589073,0.510294971,NA,1.966709926,BBB,EEE,AAA,BBB,DDD,,0,0.239691882,5
6152,2017-03-13 9:31,0.46988814,1.364448002,0.796614174,0.415205906,0.373010852,III,BBB,CCC,NA,BBB,,0,0.117012616,4
6153,2017-03-13 9:34,2.062286867,0.826693755,1.448641051,9.870743057,NA,DDD,HHH,AAA,FFF,DDD,,0,0.676046563,4
6154,2017-03-13 9:50,0.908121005,1.047676627,3.038313014,NA,0.77949363,FFF,CCC,BBB,NA,DDD,,0,0.755479198,2
6155,2017-03-13 11:01,0.70323859,0.812184375,0.297792129,NA,1.297625687,DDD,DDD,BBB,NA,CCC,,0,0.599735198,3
6156,2017-03-13 11:02,0.97946886,3.131027293,2.464266487,NA,8.033995646,GGG,GGG,CCC,EEE,CCC,,0,0.490998099,3
6157,2017-03-13 11:10,0.708679262,0.150443722,1.441705597,2.944803833,1.450382071,BBB,CCC,AAA,EEE,NA,,0,0.981114399,3
6158,2017-03-13 11:12,1.213596332,2.252338542,0.554233611,0.465862645,1.295161089,EEE,HHH,BBB,NA,NA,,0,0.578893692,4
6159,2017-03-13 11:41,1.048638241,2.072801915,0.592003856,NA,6.354036534,EEE,DDD,BBB,GGG,AAA,,0,0.283978613,3
6160,2017-03-13 12:03,0.690797543,1.090413322,0.805976881,1.117135738,3.906804328,DDD,FFF,AAA,CCC,CCC,,0,0.536835657,4
6161,2017-03-13 12:12,0.375864692,1.397610301,NA,0.049481513,NA,DDD,EEE,AAA,EEE,BBB,,0,0.417239218,5
6162,2017-03-13 12:25,0.741685664,0.199127089,0.092482455,0.229528825,0.779770563,DDD,III,BBB,NA,BBB,,0,0.614716051,1
6163,2017-03-13 12:44,0.945866545,1.46299901,1.175487736,0.815575182,0.082258346,EEE,GGG,BBB,NA,DDD,,0,0.822552907,2
6164,2017-03-13 13:01,1.428247695,1.168929335,1.140753842,1.443408676,NA,GGG,III,BBB,AAA,BBB,,0,0.950498127,4
6165,2017-03-13 13:16,0.283013375,0.476357418,NA,NA,2.969024407,GGG,HHH,CCC,NA,DDD,,0,0.716253907,4
6166,2017-03-13 13:19,1.561869442,2.409467668,0.239848501,15.12485688,4.078126496,EEE,GGG,BBB,BBB,DDD,,0,0.412459207,2
6167,2017-03-13 13:36,1.211825674,0.637674761,NA,0.630759676,NA,HHH,HHH,BBB,NA,AAA,,0,0.990858325,2
6168,2017-03-13 14:12,0.602515386,1.040945768,0.597139696,NA,3.613556113,DDD,GGG,BBB,EEE,CCC,,1,0.196401033,2
6169,2017-03-13 14:18,1.460042607,1.94637502,1.411448529,1.055778797,1.60924804,GGG,CCC,CCC,NA,CCC,,0,0.800129184,4
6170,2017-03-13 14:32,0.96928967,1.204670524,NA,0.531694867,3.832817568,BBB,GGG,AAA,EEE,NA,,1,0.580027899,5
6171,2017-03-13 14:43,1.000711629,1.300693671,NA,NA,0.292629215,FFF,GGG,CCC,AAA,NA,,0,0.763884557,2
6172,2017-03-13 14:58,0.672604157,0.862786754,NA,0.289574146,0.155577981,FFF,EEE,BBB,DDD,NA,,0,0.411009065,2
6173,2017-03-13 15:16,0.458112972,1.630396251,1.051563805,0.976511145,0.290824601,GGG,FFF,CCC,NA,EEE,,0,0.359922639,2
6174,2017-03-13 15:31,1.403471797,0.893892882,NA,NA,6.620574899,CCC,BBB,BBB,EEE,NA,,0,0.550042242,3
6175,2017-03-13 15:39,2.012745725,0.249596691,NA,2.720302286,2.959306522,CCC,III,AAA,DDD,AAA,,0,0.549735104,3
6176,2017-03-13 15:42,1.68854138,1.193532188,1.266670375,1.436049827,1.766419874,DDD,GGG,BBB,EEE,DDD,,0,0.529004669,4
6177,2017-03-13 15:57,1.028425312,1.483944184,NA,NA,1.296326532,EEE,GGG,AAA,DDD,BBB,,0,0.168955993,3
6178,2017-03-13 16:20,0.815380244,1.81611526,NA,0.276459003,0.498751837,DDD,CCC,BBB,EEE,DDD,,1,0.098394647,3
6179,2017-03-13 17:05,2.017675599,1.70457389,12.93774544,0.527684203,1.15014773,GGG,CCC,AAA,DDD,NA,,0,0.597192573,1
6180,2017-03-13 17:10,0.60385003,4.509248039,NA,1.227750488,NA,EEE,HHH,BBB,EEE,BBB,,0,0.37297352,1
6181,2017-03-13 17:32,0.802308323,0.74625771,0.521377044,0.265213746,1.28827784,BBB,HHH,AAA,NA,DDD,,0,0.776972949,2
6182,2017-03-13 18:15,0.834122388,0.902222589,0.797275834,0.809556535,1.374618222,AAA,CCC,AAA,BBB,BBB,,0,0.932945992,4
6183,2017-03-13 18:25,1.465607327,0.853361183,NA,1.268186663,2.507710187,GGG,CCC,BBB,NA,EEE,,0,0.688062106,2
6184,2017-03-13 18:36,1.586091973,15.40204716,2.17241662,0.50928302,1.201722299,GGG,EEE,BBB,DDD,NA,,0,0.553070074,1
6185,2017-03-13 19:06,0.604609229,1.364006411,0.211406667,1.708821401,1.085443307,HHH,FFF,BBB,GGG,NA,,0,0.153700922,2
6186,2017-03-13 19:13,0.637385943,0.436821468,NA,0.470236129,NA,CCC,FFF,BBB,DDD,NA,,0,0.541865474,2
6187,2017-03-13 19:26,0.707309821,0.790389639,NA,NA,1.287906502,BBB,GGG,AAA,CCC,NA,,0,0.517840263,5
6188,2017-03-13 19:55,1.674503186,5.724736729,19.14412434,1.208873764,1.554163046,FFF,GGG,CCC,FFF,CCC,,0,0.557657709,3
6189,2017-03-13 19:58,0.353096853,0.662753456,0.227284432,1.56110732,1.062790834,GGG,FFF,BBB,CCC,CCC,,0,0.481837535,1
6190,2017-03-13 20:24,0.950567355,2.512570483,1.014704301,NA,7.106867471,EEE,EEE,BBB,NA,AAA,,0,0.188998505,5
6191,2017-03-13 21:00,1.057314934,0.665480484,NA,NA,0.335165304,BBB,EEE,BBB,CCC,NA,,0,0.606407361,1
6192,2017-03-13 21:15,0.506435747,1.429999831,3.311916772,NA,NA,CCC,FFF,BBB,CCC,NA,,0,0.564857093,2
6193,2017-03-13 21:42,1.082051681,1.246072926,1.76636659,0.540623825,0.597338431,EEE,DDD,CCC,FFF,NA,,1,0.332939576,3
6194,2017-03-13 21:50,1.23351731,1.750335106,1.383455835,1.912311441,NA,III,DDD,CCC,NA,DDD,,0,0.772181101,5
6195,2017-03-13 22:04,1.558952207,0.532631078,0.396979693,NA,1.526583871,DDD,FFF,BBB,EEE,BBB,,0,0.57876356,3
6196,2017-03-13 22:07,0.903192951,1.209143083,0.319316412,0.421835322,1.931122383,CCC,BBB,AAA,DDD,NA,,0,0.020477395,4
6197,2017-03-13 22:18,2.187637297,0.862506464,1.330696373,3.920611292,2.840328488,FFF,DDD,BBB,DDD,NA,,0,0.980672114,1
6198,2017-03-13 22:50,1.361915079,3.142955188,0.632227112,2.66754052,3.20541475,EEE,DDD,AAA,GGG,DDD,,1,0.217001292,5
6199,2017-03-13 22:54,1.439520211,0.889724109,NA,NA,5.033896784,FFF,CCC,BBB,GGG,NA,,0,0.946927735,2
6200,2017-03-13 22:58,0.282730811,0.805019632,NA,0.723020458,NA,DDD,EEE,AAA,NA,BBB,,1,0.741545941,1
6201,2017-03-13 23:07,1.381648827,0.781109593,0.445750063,2.117312355,NA,III,FFF,CCC,CCC,BBB,,0,0.525997834,5
6202,2017-03-13 23:48,0.756264695,1.133084124,NA,0.587570954,1.21353011,CCC,DDD,AAA,EEE,AAA,,0,0.619956372,4
6203,2017-03-14 0:00,0.738826531,0.529600637,NA,1.574271734,NA,DDD,DDD,BBB,BBB,AAA,,0,0.752902919,2
6204,2017-03-14 0:03,1.330149313,1.216154795,0.429630862,3.834521859,41.44298302,AAA,AAA,AAA,BBB,AAA,,0,0.902863645,2
6205,2017-03-14 0:18,0.498523558,0.272477323,0.452046562,NA,1.622251903,EEE,EEE,CCC,DDD,AAA,,0,0.102400448,2
6206,2017-03-14 0:22,0.752701753,0.518403197,NA,NA,0.801816668,GGG,FFF,BBB,DDD,BBB,,0,0.737596518,4
6207,2017-03-14 0:32,0.979308029,0.639197071,1.695122166,NA,0.360486446,HHH,EEE,CCC,CCC,DDD,,0,0.978926705,1
6208,2017-03-14 0:54,2.548622423,2.743380562,1.168011822,NA,1.877072822,GGG,BBB,BBB,DDD,BBB,,0,0.183289077,4
6209,2017-03-14 1:45,0.583900178,1.025795302,NA,0.783164123,0.724179815,DDD,DDD,AAA,DDD,DDD,,0,0.150180823,2
6210,2017-03-14 1:58,0.953070353,2.288588868,NA,NA,0.121521817,GGG,FFF,BBB,GGG,CCC,,0,0.025493149,3
6211,2017-03-14 2:18,0.683839692,0.759747502,NA,NA,1.045497665,CCC,CCC,AAA,DDD,BBB,,1,0.232961609,2
6212,2017-03-14 2:41,1.189567963,3.791714696,0.717835888,4.17588554,NA,BBB,EEE,AAA,NA,DDD,,1,0.607121585,4
6213,2017-03-14 2:56,0.921305693,2.512417771,NA,2.390320844,1.963040967,GGG,HHH,BBB,AAA,NA,,0,0.254416692,5
6214,2017-03-14 3:00,0.370379271,0.575384055,NA,0.66233706,0.18214701,DDD,FFF,CCC,CCC,CCC,,0,0.910744397,2
6215,2017-03-14 3:13,0.317732369,1.291152965,5.111429747,0.808620771,0.450498286,CCC,CCC,BBB,GGG,BBB,,0,0.837607332,4
6216,2017-03-14 3:40,0.971160428,0.748872193,0.16276724,0.26076322,0.840739392,EEE,GGG,BBB,CCC,CCC,,0,0.808763426,3
6217,2017-03-14 3:57,0.586912995,0.505148629,NA,1.845834745,1.140653055,BBB,DDD,AAA,BBB,BBB,,0,0.832962929,5
6218,2017-03-14 4:18,1.005537536,0.801032443,NA,NA,0.11024307,HHH,FFF,BBB,FFF,EEE,,0,0.692024261,2
6219,2017-03-14 4:33,0.414863428,1.85278441,0.800260893,0.223160783,0.275649873,EEE,DDD,BBB,DDD,BBB,,1,0.227206389,3
6220,2017-03-14 4:48,1.699556458,1.531738128,NA,3.616792407,1.448750412,CCC,III,AAA,DDD,CCC,,0,0.70392889,5
6221,2017-03-14 4:52,1.651176745,1.767870075,NA,2.566757718,0.361875172,DDD,GGG,CCC,FFF,EEE,,0,0.279047761,2
6222,2017-03-14 4:56,1.694093858,1.091777429,3.056221866,3.825871788,5.716570777,DDD,HHH,AAA,FFF,NA,,0,0.724178439,1
6223,2017-03-14 4:58,1.568831619,0.306608925,0.203958442,2.518308739,7.236741349,DDD,GGG,CCC,NA,NA,,0,0.52275005,3
6224,2017-03-14 5:23,1.509393556,3.418604711,2.692227601,NA,1.229695053,CCC,FFF,BBB,NA,NA,,0,0.758689763,5
6225,2017-03-14 5:27,0.521326036,0.429678978,0.296915058,NA,0.114844576,EEE,GGG,BBB,NA,BBB,,0,0.748238052,2
6226,2017-03-14 6:15,1.734791627,1.594868083,NA,NA,NA,GGG,FFF,BBB,BBB,DDD,,0,0.753038422,5
6227,2017-03-14 6:20,0.582366286,0.44592085,0.712461288,0.300360261,1.130339752,AAA,EEE,AAA,EEE,CCC,,0,0.537362296,3
6228,2017-03-14 6:24,0.793132593,0.619992089,0.652527869,NA,5.099163536,CCC,HHH,AAA,NA,BBB,,0,0.706162859,4
6229,2017-03-14 6:49,0.56826482,0.995164946,NA,0.366766645,0.213283935,BBB,FFF,AAA,NA,NA,,0,0.856391617,5
6230,2017-03-14 8:16,1.919890046,1.08690911,NA,0.694201404,2.298809352,EEE,GGG,CCC,CCC,CCC,,0,0.690722503,2
6231,2017-03-14 8:43,1.239431174,0.55823433,NA,1.369122604,0.990310616,CCC,FFF,CCC,NA,NA,,0,0.540959212,5
6232,2017-03-14 9:02,1.481643703,0.347386606,NA,1.807089442,1.252656801,FFF,BBB,CCC,DDD,NA,,0,0.682787351,2
6233,2017-03-14 9:04,1.946237533,0.808107259,NA,NA,NA,EEE,FFF,CCC,DDD,AAA,,0,0.699515466,5
6234,2017-03-14 9:54,1.114370603,1.68191701,1.767542305,2.206549279,NA,EEE,CCC,BBB,BBB,NA,,0,0.734644119,5
6235,2017-03-14 10:17,0.897369098,1.239562816,NA,0.72153379,0.071297349,BBB,CCC,AAA,FFF,BBB,,0,0.456797561,5
6236,2017-03-14 11:42,1.423931271,2.496664908,1.208266598,1.789475768,1.006312217,FFF,BBB,BBB,NA,BBB,,0,0.888754815,2
6237,2017-03-14 11:54,0.602181903,1.075424479,0.527904488,NA,5.752059298,GGG,GGG,CCC,CCC,NA,,1,0.407821286,2
6238,2017-03-14 11:55,1.444079961,3.094812275,4.743898336,NA,3.314063701,CCC,III,BBB,DDD,EEE,,0,0.655240056,4
6239,2017-03-14 12:03,1.006405609,1.124063354,NA,1.417270734,NA,GGG,GGG,BBB,EEE,CCC,,0,0.564184258,4
6240,2017-03-14 12:27,0.631755852,1.490370536,NA,NA,0.141223928,DDD,DDD,CCC,NA,CCC,,1,0.733037954,4
6241,2017-03-14 13:40,0.735941642,1.47345909,1.13160132,2.203492562,1.172317971,DDD,FFF,AAA,EEE,CCC,,0,0.421358871,3
6242,2017-03-14 13:42,1.274707906,1.331293072,0.249547353,NA,0.465942002,FFF,EEE,BBB,EEE,DDD,,1,0.326601097,3
6243,2017-03-14 14:38,0.278281968,1.546256509,0.362731207,0.452661676,0.435206858,GGG,DDD,BBB,NA,CCC,,0,0.011331363,1
6244,2017-03-14 14:41,0.489326611,1.243650289,NA,1.896472898,0.87305687,CCC,III,AAA,NA,AAA,,0,0.913433726,3
6245,2017-03-14 14:49,1.025298378,0.909259324,NA,NA,1.295567493,GGG,DDD,AAA,AAA,AAA,,0,0.576061794,5
6246,2017-03-14 15:01,2.017014168,0.794135486,1.762902899,1.417466221,1.524599877,CCC,FFF,BBB,FFF,BBB,,0,0.521295828,4
6247,2017-03-14 15:25,1.202779727,2.893644302,NA,NA,NA,III,DDD,BBB,EEE,BBB,,0,0.202901195,1
6248,2017-03-14 15:26,1.134778484,0.489958096,NA,0.435727559,1.163015851,BBB,GGG,AAA,EEE,NA,,0,0.969971363,3
6249,2017-03-14 16:14,0.930383058,1.496536759,NA,0.994455025,0.356114772,EEE,DDD,BBB,DDD,NA,,0,0.506762207,1
6250,2017-03-14 16:28,0.541864524,0.719753955,NA,2.177532684,3.08945782,EEE,BBB,CCC,BBB,EEE,,0,0.634932594,3
6251,2017-03-14 16:29,0.859836349,1.018719509,NA,0.166546764,0.34672369,FFF,DDD,CCC,NA,CCC,,0,0.595680535,2
6252,2017-03-14 16:31,0.650539007,0.814727028,0.987679214,7.265160642,40.58591539,GGG,GGG,CCC,NA,BBB,,0,0.695393581,2
6253,2017-03-14 16:37,1.074292141,2.079355862,NA,3.666114776,8.79584094,DDD,FFF,BBB,GGG,CCC,,0,0.188607207,3
6254,2017-03-14 16:51,0.593751539,2.417089629,1.840610852,0.341067233,1.228839138,DDD,FFF,AAA,GGG,DDD,,1,0.408334655,4
6255,2017-03-14 17:06,0.520876458,2.87465432,0.531974012,0.295820365,0.485215859,EEE,AAA,BBB,CCC,BBB,,0,0.184298347,2
6256,2017-03-14 17:17,0.562114348,1.786121921,0.995022174,0.591609421,0.893581082,BBB,FFF,BBB,EEE,BBB,,0,0.312843651,3
6257,2017-03-14 17:20,1.674394603,1.507041873,3.794849582,0.065325349,0.119917608,BBB,HHH,BBB,NA,CCC,,0,0.74920758,1
6258,2017-03-14 17:28,2.907769382,0.355559207,2.991450797,3.516665862,2.063820362,AAA,DDD,AAA,BBB,BBB,,0,0.687761371,3
6259,2017-03-14 17:31,0.684298212,1.222878814,NA,0.826930045,0.628935224,CCC,HHH,BBB,FFF,NA,,0,0.074413052,2
6260,2017-03-14 18:18,0.951935078,1.491502606,NA,0.162435511,NA,EEE,HHH,BBB,DDD,BBB,,0,0.043276442,5
6261,2017-03-14 18:31,0.719939012,0.539049301,0.967981803,0.17456768,0.846721838,CCC,HHH,AAA,EEE,BBB,,0,0.467734313,4
6262,2017-03-14 18:44,0.815265607,1.606626624,0.812670843,NA,NA,GGG,FFF,BBB,NA,EEE,,0,0.391927247,5
6263,2017-03-14 18:52,1.177937473,0.32490572,0.282101936,0.412082023,NA,CCC,EEE,AAA,DDD,NA,,0,0.744902013,2
6264,2017-03-14 19:16,1.052290203,0.503653646,0.829896765,1.092030522,0.536362813,EEE,DDD,BBB,NA,BBB,,0,0.713210274,1
6265,2017-03-14 19:36,0.380352844,0.786950683,2.450515061,0.878841892,NA,EEE,BBB,BBB,NA,NA,,0,0.571684064,1
6266,2017-03-14 19:42,1.540752794,1.96107754,1.757167169,2.128080131,NA,AAA,BBB,AAA,NA,NA,,0,0.520837504,3
6267,2017-03-14 20:00,1.744867494,7.362774321,NA,0.619291622,0.284089201,EEE,FFF,CCC,DDD,BBB,,0,0.587193152,2
6268,2017-03-14 20:53,2.232182591,0.903371677,NA,0.68212038,0.350718139,DDD,CCC,BBB,GGG,EEE,,0,0.961317489,4
6269,2017-03-14 21:30,1.23267194,2.213234671,NA,1.124135954,NA,BBB,FFF,BBB,FFF,NA,,0,0.098259605,1
6270,2017-03-14 21:37,0.465426405,0.354687688,0.156683212,NA,0.685905177,BBB,EEE,BBB,EEE,NA,,1,0.351270416,4
6271,2017-03-14 22:05,1.803810256,2.221403985,NA,0.363984508,0.201879355,CCC,FFF,BBB,NA,BBB,,0,0.980394392,3
6272,2017-03-14 22:12,1.221475614,1.666584736,4.612276432,NA,NA,DDD,DDD,BBB,DDD,NA,,0,0.503830336,4
6273,2017-03-14 22:17,0.883759978,1.330846151,0.460316943,0.655439576,NA,GGG,DDD,CCC,NA,DDD,,0,0.805393005,2
6274,2017-03-14 22:24,0.532067513,0.738382656,1.45795833,2.271549782,4.583065807,BBB,FFF,AAA,FFF,CCC,,0,0.092237001,2
6275,2017-03-14 22:40,0.638051455,0.40766184,NA,NA,0.795981562,EEE,FFF,BBB,NA,CCC,,0,0.697844889,3
6276,2017-03-14 22:43,0.656524804,1.606990444,NA,0.491931096,0.38017002,DDD,DDD,BBB,EEE,CCC,,0,0.490117527,5
6277,2017-03-14 22:45,0.660207634,1.254616511,NA,1.090039799,0.806876272,DDD,GGG,AAA,NA,AAA,,0,0.860605687,5
6278,2017-03-14 23:35,0.786675879,5.976056786,5.217230252,1.497020755,2.197381478,GGG,HHH,BBB,NA,NA,,0,0.995065059,3
6279,2017-03-14 23:59,0.278093672,0.805130852,NA,0.034367522,0.03800612,DDD,GGG,AAA,DDD,NA,,0,0.384320092,5
6280,2017-03-15 0:07,3.140706752,1.18544049,NA,1.847175324,NA,DDD,CCC,AAA,NA,DDD,,0,0.859776547,1
6281,2017-03-15 0:10,0.949302753,3.89633639,0.427397884,NA,2.183073681,HHH,HHH,CCC,NA,DDD,,1,0.302308818,5
6282,2017-03-15 0:14,1.921795386,0.293315564,1.803847966,0.9085897,0.384557082,BBB,FFF,AAA,EEE,NA,,0,0.686876157,2
6283,2017-03-15 0:17,1.132672148,3.479960162,4.280700024,1.497086771,0.428617355,EEE,CCC,BBB,DDD,NA,,0,0.563387052,4
6284,2017-03-15 0:48,0.807925154,0.894727157,3.375111679,0.477474907,NA,BBB,DDD,AAA,FFF,EEE,,0,0.696400947,1
6285,2017-03-15 0:55,1.023605483,0.717637402,NA,1.716295488,1.1547042,AAA,EEE,BBB,FFF,CCC,,0,0.671333816,3
6286,2017-03-15 1:02,1.095063317,2.199070224,0.986157191,NA,0.33542984,HHH,HHH,CCC,FFF,NA,,0,0.197096615,2
6287,2017-03-15 1:16,1.523651811,0.505044446,NA,0.382595237,0.194261864,EEE,GGG,CCC,NA,NA,,1,0.771037886,5
6288,2017-03-15 1:16,2.221958792,1.235408462,NA,2.494162103,5.141770965,GGG,BBB,AAA,EEE,BBB,,0,0.685735674,1
6289,2017-03-15 1:31,0.59764271,1.272878262,0.525434265,0.285507494,0.229538126,DDD,BBB,AAA,BBB,NA,,0,0.423397689,3
6290,2017-03-15 2:17,2.388177676,1.137792334,NA,0.99307392,3.591497988,DDD,FFF,BBB,EEE,DDD,,0,0.57735801,1
6291,2017-03-15 2:40,0.74356834,0.863331571,0.549767953,0.143980949,0.219920213,FFF,FFF,AAA,CCC,NA,,0,0.975097115,2
6292,2017-03-15 3:00,0.96780164,0.931126181,NA,7.390874397,7.046444843,EEE,GGG,BBB,EEE,CCC,,0,0.573714809,2
6293,2017-03-15 4:04,1.258334432,1.081124019,1.199850401,0.916671136,NA,EEE,CCC,BBB,FFF,NA,,1,0.234345678,4
6294,2017-03-15 4:10,0.410799406,1.058202166,3.216341351,0.415971648,0.031104533,GGG,DDD,CCC,FFF,NA,,0,0.242086605,3
6295,2017-03-15 4:51,1.996667894,1.889695138,0.855861496,NA,NA,FFF,DDD,CCC,GGG,NA,,0,0.280264206,2
6296,2017-03-15 4:58,1.116735684,1.303591274,0.36232586,0.950490103,0.886967145,BBB,GGG,AAA,EEE,NA,,0,0.310617179,5
6297,2017-03-15 5:12,0.946920697,0.58516773,NA,0.743620474,0.259457563,EEE,BBB,AAA,EEE,NA,,0,0.911937033,2
6298,2017-03-15 5:16,1.264546261,1.260032536,4.861866878,3.006603004,9.537518681,FFF,FFF,AAA,NA,AAA,,0,0.940852432,5
6299,2017-03-15 5:17,1.520642053,1.210036745,1.230851053,NA,1.446929957,GGG,FFF,BBB,CCC,AAA,,0,0.661566665,4
6300,2017-03-15 5:30,0.43441226,1.263792815,NA,0.10716896,0.422659125,GGG,EEE,CCC,NA,BBB,,1,0.547973377,1
6301,2017-03-15 5:47,1.006137611,1.649276554,NA,0.538805519,NA,FFF,DDD,BBB,DDD,NA,,0,0.337199723,4
6302,2017-03-15 5:50,0.998846962,1.480379103,3.894744223,1.540478883,3.419744192,EEE,DDD,BBB,FFF,DDD,,0,0.883675117,5
6303,2017-03-15 5:56,0.930654519,0.2851405,3.785353076,0.665386506,0.315509918,FFF,GGG,CCC,FFF,BBB,,0,0.861163292,4
6304,2017-03-15 6:13,0.600307016,2.328958074,NA,0.995340975,0.854373145,EEE,EEE,BBB,BBB,AAA,,1,0.530202806,5
6305,2017-03-15 6:34,0.533490635,0.538766751,3.289780584,0.187924712,0.297976108,HHH,GGG,BBB,CCC,EEE,,0,0.732056468,4
6306,2017-03-15 6:36,1.993165253,1.557207214,NA,0.469615864,0.399124514,GGG,CCC,CCC,DDD,DDD,,0,0.7412533,1
6307,2017-03-15 7:17,1.971797699,0.671696937,NA,0.391910372,0.693997677,HHH,DDD,CCC,DDD,CCC,,0,0.914334476,1
6308,2017-03-15 7:42,1.706342288,0.211826904,0.230466448,NA,NA,DDD,HHH,BBB,EEE,DDD,,1,0.883415254,3
6309,2017-03-15 7:45,0.709959399,0.492913381,0.270275125,1.385679145,0.396540299,DDD,GGG,BBB,AAA,CCC,,1,0.697433364,4
6310,2017-03-15 8:09,2.51178228,0.596459838,2.2986711,1.95268205,0.664622427,DDD,GGG,BBB,CCC,NA,,0,0.998168809,4
6311,2017-03-15 8:16,2.610552877,0.500863378,2.666005507,1.894295016,6.051945957,DDD,GGG,BBB,NA,DDD,,1,0.528997684,5
6312,2017-03-15 8:25,0.992814348,1.275986655,1.164972839,NA,1.19447883,FFF,HHH,BBB,BBB,NA,,0,0.829216484,3
6313,2017-03-15 8:30,1.983490926,0.275281609,NA,8.868596438,53.40336334,CCC,DDD,BBB,AAA,DDD,,0,0.572392757,5
6314,2017-03-15 9:11,0.677465494,0.445108755,1.175050419,0.204772233,0.30912604,DDD,GGG,AAA,NA,EEE,,1,0.836583422,5
6315,2017-03-15 9:54,1.101629801,0.760422692,1.826735757,NA,0.398253389,DDD,FFF,AAA,DDD,AAA,,0,0.739272552,4
6316,2017-03-15 10:14,1.433778626,1.262932487,NA,0.486565775,0.739736424,EEE,HHH,BBB,NA,EEE,,0,0.592008057,1
6317,2017-03-15 10:21,1.680957445,1.381957803,NA,1.046453628,5.987644186,GGG,CCC,BBB,GGG,BBB,,0,0.567436219,4
6318,2017-03-15 10:44,0.790016225,1.234484829,0.36679594,0.313019808,0.396297536,CCC,DDD,BBB,NA,NA,,0,0.721105839,2
6319,2017-03-15 11:04,0.718806767,0.504141985,0.422575407,4.740430048,NA,FFF,DDD,BBB,AAA,NA,,0,0.741649579,5
6320,2017-03-15 11:26,1.104187092,0.644785955,NA,0.371395849,0.141307976,EEE,EEE,BBB,NA,NA,,0,0.830985405,2
6321,2017-03-15 11:31,1.422196883,1.570583884,0.720709916,1.828160425,0.785866974,FFF,GGG,AAA,NA,NA,,0,0.772796848,4
6322,2017-03-15 12:22,1.279891477,0.764435514,NA,0.133201062,NA,BBB,FFF,BBB,EEE,NA,,0,0.836757811,3
6323,2017-03-15 12:33,0.482261633,1.025988649,0.946056668,NA,0.640933567,EEE,FFF,BBB,CCC,NA,,0,0.412563755,2
6324,2017-03-15 12:37,2.416522125,1.756020312,NA,1.516814183,0.53207822,CCC,EEE,AAA,NA,NA,,0,0.854579198,5
6325,2017-03-15 12:58,1.946603246,1.427927857,NA,0.294789853,NA,BBB,DDD,BBB,FFF,EEE,,0,0.624578491,5
6326,2017-03-15 13:12,0.678212607,0.536526104,0.657052328,0.80307522,0.25993975,GGG,FFF,CCC,DDD,BBB,,1,0.250962521,4
6327,2017-03-15 13:27,0.328111374,1.525253498,1.245829272,NA,0.063878331,EEE,HHH,BBB,GGG,CCC,,0,0.034091811,3
6328,2017-03-15 14:45,0.695146491,1.270254319,NA,0.0458177,0.052793271,FFF,EEE,CCC,NA,NA,,0,0.588393288,5
6329,2017-03-15 15:00,1.356834253,0.344268908,0.222267598,1.290983171,0.715969241,CCC,HHH,AAA,NA,CCC,,0,0.701238782,3
6330,2017-03-15 15:35,0.654705331,1.148851286,1.361475757,NA,0.354496722,BBB,HHH,BBB,NA,AAA,,0,0.526531673,2
6331,2017-03-15 15:43,0.64303351,0.972477294,1.591629183,0.633009099,4.42258196,EEE,HHH,AAA,FFF,NA,,0,0.288710919,2
6332,2017-03-15 15:49,1.192398725,3.915201799,2.165818915,1.011158982,NA,BBB,CCC,BBB,NA,BBB,,0,0.603285936,4
6333,2017-03-15 16:13,1.348535125,0.899631247,1.665918172,3.432457944,4.935534577,GGG,EEE,BBB,EEE,NA,,1,0.65322551,1
6334,2017-03-15 16:24,1.21138074,0.845778983,0.267692543,NA,1.721865463,EEE,EEE,BBB,NA,NA,0,0,0.663310037,5
6335,2017-03-15 16:53,1.856895118,1.871696273,NA,4.589707815,3.033543153,CCC,FFF,AAA,EEE,AAA,1,1,0.76367685,3
6336,2017-03-15 17:11,1.766224403,0.883903871,NA,NA,1.110050627,EEE,HHH,BBB,CCC,EEE,1,0,0.989945304,2
6337,2017-03-15 17:38,1.773874891,1.235517916,NA,4.437269708,2.077526204,DDD,DDD,BBB,CCC,NA,0,0,0.748182204,2
