ID,DATETIME,INTERNAL,TELCO_A,TELCO_B,BUREAU_X,BUREAU_Y,BUREAU_Y_STATUS,UTILITY,DEVICE,APPROVED,FPD30
103915,2017-01-24 16:03:45,2.5949197667286037,,63.0,,,NO-ASK,ERROR,,1.0,0.0
103916,2017-01-24 16:15:19,1.4642049015031773,0.08465656509929465,,315.0,,NO-ASK,NEW,,1.0,0.0
103917,2017-01-24 16:15:43,3.2823559878592103,,61.0,296.0,0.9333913129468493,HIT,N/A,,1.0,0.0
103918,2017-01-24 16:15:48,2.4663882474959857,,64.0,,0.9228920981478242,HIT,N/A,,1.0,0.0
103919,2017-01-24 16:24:05,2.1868518935075696,,61.0,,,NO-ASK,GOOD,,0.0,
103920,2017-01-24 16:25:42,1.4179694953811335,,65.0,,,NO-ASK,ERROR,,0.0,
103921,2017-01-24 16:38:55,1.938369428149647,,62.0,,,NO-ASK,GOOD,,1.0,0.0
103922,2017-01-24 16:54:59,-0.30144203207430104,,63.0,300.0,0.8640031834562389,HIT,N/A,,0.0,
103923,2017-01-24 16:57:13,2.8685174974569407,,,310.0,,NO-ASK,N/A,,0.0,
103924,2017-01-24 17:00:02,3.1821939706282363,0.09543491725071018,,,,NO-ASK,GOOD,,1.0,0.0
103925,2017-01-24 17:05:07,1.895944021519265,,62.0,,,NO-ASK,ERROR,,0.0,
103926,2017-01-24 17:14:36,4.371069057521929,,62.0,-2.0,,NO-ASK,N/A,,1.0,0.0
103927,2017-01-24 17:27:31,2.593649741580755,,,,0.9389417961825368,HIT,GOOD,,1.0,0.0
103928,2017-01-24 17:28:53,2.8941690243582316,,61.0,304.0,0.8701399229285056,HIT,GOOD,,1.0,0.0
103929,2017-01-24 17:33:10,1.480829012996408,,,,0.9329118628103149,HIT,GOOD,,0.0,
103930,2017-01-24 17:46:30,1.7454968806226605,0.08767050080731953,,,0.9293622750569429,HIT,ERROR,,1.0,0.0
103931,2017-01-24 17:55:19,2.289995611675904,0.04225148935276257,,306.0,,NO-ASK,NEW,,1.0,0.0
103932,2017-01-24 18:10:31,4.20087683647622,,61.0,-1.0,,NO-ASK,GOOD,,1.0,0.0
103933,2017-01-24 18:14:40,2.1734222573733364,0.05837879371736199,,,,NO-ASK,ERROR,,0.0,
103934,2017-01-24 18:23:25,2.061516756164873,,58.0,-1.0,,NO-ASK,GOOD,,1.0,0.0
103935,2017-01-24 18:29:47,2.719032772820635,,65.0,-2.0,,NO-ASK,GOOD,,1.0,0.0
103936,2017-01-24 18:37:00,3.4523630836568175,0.0573460433393691,,,,NO-ASK,GOOD,,1.0,0.0
103937,2017-01-24 18:49:47,2.484168370015539,,56.0,,,NO-ASK,ERROR,,0.0,
103938,2017-01-24 18:57:17,1.723930263495503,,62.0,,,NO-HIT,N/A,,1.0,0.0
103939,2017-01-24 19:13:16,2.5264760361393312,,58.0,-1.0,,NO-ASK,N/A,,1.0,0.0
103940,2017-01-24 19:28:06,2.0051952401259454,0.0822110392346761,,314.0,,NO-ASK,N/A,,0.0,
103941,2017-01-24 19:40:27,2.4532549175430676,,63.0,-2.0,,NO-ASK,N/A,,1.0,0.0
103942,2017-01-24 19:42:58,3.079358483164389,0.13590558455003865,,,0.9430954565710248,HIT,GOOD,,1.0,0.0
103943,2017-01-24 19:57:54,2.559363666668031,0.059394049342153754,,,,NO-ASK,ERROR,,1.0,0.0
103944,2017-01-24 20:02:21,3.2796663621852087,,65.0,-2.0,0.9501479956892898,HIT,N/A,,1.0,0.0
103945,2017-01-24 20:17:20,2.995592110166859,,60.0,,,NO-ASK,GOOD,,1.0,0.0
103946,2017-01-24 20:27:14,2.2494111546887914,,61.0,320.0,,NO-ASK,ERROR,,1.0,0.0
103947,2017-01-24 20:29:00,2.037879126319875,0.17850922037890082,,,0.9401091178926031,HIT,DEBTOR,,1.0,0.0
103948,2017-01-24 20:35:47,3.6060497113110084,,63.0,,0.9144128444458463,HIT,N/A,,0.0,
103949,2017-01-24 20:36:01,4.087998524011552,0.06879498122026328,,,,NO-HIT,ERROR,,1.0,0.0
103950,2017-01-24 20:38:17,1.6012499385530217,0.11690924092889599,,322.0,,NO-HIT,NEW,,1.0,0.0
103951,2017-01-24 20:45:57,2.43346316970448,,62.0,-1.0,0.9217487821410413,HIT,NEW,,1.0,0.0
103952,2017-01-24 20:57:16,2.580662441925088,,,315.0,0.9403639038136328,HIT,N/A,,0.0,
103953,2017-01-24 21:03:17,0.6644033860642125,,60.0,-2.0,,NO-ASK,ERROR,,0.0,
103954,2017-01-24 21:09:05,2.488608694518538,0.0666880861678456,,,0.9326924286350652,HIT,N/A,,1.0,0.0
103955,2017-01-24 21:19:58,2.487978975782514,,,,,NO-ASK,ERROR,,1.0,0.0
103956,2017-01-24 21:22:37,3.5891019799998127,0.053841639690052734,,,0.9101703991745934,HIT,ERROR,,1.0,0.0
103957,2017-01-24 21:34:32,3.2670568778051576,,59.0,296.0,,NO-ASK,N/A,,1.0,0.0
103958,2017-01-24 21:48:26,3.7908563407339257,0.08858716722169224,,,0.9094997609254746,HIT,ERROR,,1.0,0.0
103959,2017-01-24 21:54:22,2.7665698033849635,0.07451330797495337,,307.0,,NO-ASK,GOOD,,1.0,0.0
103960,2017-01-24 21:54:35,3.7654307566195273,,60.0,304.0,,NO-ASK,DEBTOR,,1.0,0.0
103961,2017-01-24 22:04:57,1.1215089222433163,,63.0,-2.0,0.9036187017899737,HIT,N/A,,0.0,
103962,2017-01-24 22:08:57,2.8054765469253047,,63.0,,0.9309168296224777,HIT,DEBTOR,,1.0,0.0
103963,2017-01-24 22:22:59,2.0830643616974163,,,288.0,,NO-ASK,N/A,,1.0,0.0
103964,2017-01-24 22:23:50,1.049103873373575,,63.0,,,NO-ASK,GOOD,,0.0,
103965,2017-01-24 22:26:05,3.0086850148663022,,65.0,-2.0,,NO-ASK,N/A,,1.0,0.0
103966,2017-01-24 22:34:56,2.106567594931414,0.08971750975965465,,,,NO-ASK,N/A,,1.0,0.0
103967,2017-01-24 22:49:30,2.404660547438564,,60.0,,,NO-ASK,GOOD,,1.0,0.0
103968,2017-01-24 22:52:09,1.403986996064148,0.0656294564629013,,300.0,0.9442814188394969,HIT,NEW,,1.0,0.0
103969,2017-01-24 22:59:10,1.1915079566756417,,62.0,-2.0,0.8955847370718127,HIT,ERROR,,1.0,0.0
103970,2017-01-24 23:04:02,4.705315403616852,,56.0,,,NO-ASK,GOOD,,1.0,0.0
103971,2017-01-24 23:11:47,2.6800132761113296,,65.0,,0.9102744724279191,HIT,NEW,,1.0,0.0
103972,2017-01-24 23:19:34,1.7272927550416575,,63.0,-1.0,,NO-ASK,N/A,,1.0,0.0
103973,2017-01-24 23:23:13,0.8320364770173875,,62.0,,0.9077145689099011,HIT,DEBTOR,,1.0,0.0
103974,2017-01-24 23:39:37,2.0009556981958156,0.061378645580543734,,-1.0,,NO-ASK,NEW,,0.0,
103975,2017-01-24 23:47:54,2.149839383059607,,61.0,,,NO-ASK,DEBTOR,,0.0,
103976,2017-01-24 23:50:00,1.1526801050962012,0.060725220541137714,,-1.0,,NO-HIT,DEBTOR,,1.0,0.0
103977,2017-01-24 23:50:06,2.5287586031456772,0.07466715848151173,,-1.0,,NO-ASK,ERROR,,1.0,0.0
103978,2017-01-25 00:00:46,1.9754620002202583,0.11728399337369533,,298.0,,NO-HIT,GOOD,,1.0,0.0
103979,2017-01-25 00:01:27,3.127630015405016,,61.0,,0.9505677147478018,HIT,DEBTOR,,0.0,
103980,2017-01-25 00:01:48,2.295325216487255,,,319.0,,NO-ASK,N/A,,1.0,0.0
103981,2017-01-25 00:08:39,2.8054591989695696,,65.0,,0.8489519608409899,HIT,GOOD,,1.0,0.0
103982,2017-01-25 00:19:17,2.9444606946649383,,62.0,302.0,,NO-ASK,N/A,,1.0,0.0
103983,2017-01-25 00:32:18,2.504279186150268,0.07305828725862096,,-1.0,0.894329166049522,HIT,DEBTOR,,1.0,0.0
103984,2017-01-25 00:45:47,2.5062620706210574,0.06237140040227773,,,,NO-ASK,N/A,,1.0,0.0
103985,2017-01-25 00:52:29,4.259565097724506,0.12853920588798173,,,,NO-HIT,DEBTOR,,1.0,0.0
103986,2017-01-25 01:08:16,3.246242521297757,,57.0,320.0,0.9697065863715951,HIT,DEBTOR,,1.0,0.0
103987,2017-01-25 01:11:54,4.225025809318824,0.06281283471265786,,,,NO-ASK,N/A,,0.0,
103988,2017-01-25 01:14:18,1.5623618971388218,,56.0,-2.0,0.8931448804273684,HIT,N/A,,0.0,
103989,2017-01-25 01:16:45,1.2912112387992019,,62.0,308.0,,NO-ASK,N/A,,1.0,1.0
103990,2017-01-25 01:18:26,2.8671770561437917,,62.0,,0.8879339288266745,HIT,DEBTOR,,0.0,
103991,2017-01-25 01:29:27,2.5069788639854336,,63.0,-1.0,0.9327448402210338,HIT,GOOD,,1.0,0.0
103992,2017-01-25 01:40:57,1.5982824657420198,,62.0,,0.8598857245128436,HIT,N/A,,1.0,0.0
103993,2017-01-25 01:46:35,1.4158155473465852,,62.0,,,NO-ASK,GOOD,,1.0,0.0
103994,2017-01-25 01:48:38,3.191134491506247,,63.0,309.0,,NO-HIT,N/A,,0.0,
103995,2017-01-25 01:52:30,2.9469618970548077,,55.0,,,NO-HIT,N/A,,1.0,0.0
103996,2017-01-25 02:08:30,1.0180258669032254,0.08640514647099529,,,,NO-ASK,N/A,,0.0,
103997,2017-01-25 02:18:16,4.030588539200432,0.17894394450946915,,-2.0,,NO-ASK,NEW,,1.0,0.0
103998,2017-01-25 02:20:08,3.6815415888484746,,58.0,-2.0,,NO-ASK,N/A,,1.0,0.0
103999,2017-01-25 02:34:23,2.9999522489226886,,58.0,308.0,0.9213527827735151,HIT,ERROR,,0.0,
104000,2017-01-25 02:45:40,1.758683189990424,0.06305938255420418,,300.0,0.9273842680049664,HIT,GOOD,,1.0,0.0
104001,2017-01-25 02:53:42,0.44669566178881603,,61.0,320.0,,NO-ASK,DEBTOR,,1.0,1.0
104002,2017-01-25 02:55:04,3.950564115162012,0.10056837652678718,,-2.0,,NO-ASK,ERROR,,1.0,1.0
104003,2017-01-25 03:03:42,4.201537709702113,,63.0,,,NO-HIT,N/A,,1.0,0.0
104004,2017-01-25 03:10:18,1.91749180687505,,64.0,-1.0,0.9545510374182677,HIT,N/A,,1.0,0.0
104005,2017-01-25 03:12:45,3.4438705650657018,,62.0,,,NO-ASK,ERROR,,1.0,0.0
104006,2017-01-25 03:29:09,3.036297219344826,,,-1.0,,NO-ASK,DEBTOR,,0.0,
104007,2017-01-25 03:37:54,3.4715816162345305,,60.0,311.0,,NO-ASK,GOOD,,1.0,0.0
104008,2017-01-25 03:41:24,2.87411482968775,,,,,NO-ASK,N/A,,1.0,0.0
104009,2017-01-25 03:42:42,2.7755321921976055,0.07745442472241715,,,,NO-ASK,N/A,,1.0,0.0
104010,2017-01-25 03:48:36,2.333756922120744,0.1176124374726325,,-1.0,0.8622856310301072,HIT,GOOD,,0.0,
104011,2017-01-25 04:00:28,2.0714420273919134,,60.0,-2.0,0.9236713969516942,HIT,N/A,,1.0,0.0
104012,2017-01-25 04:13:19,1.0693484837468674,0.07374322214892304,,308.0,0.8902103524653964,HIT,DEBTOR,,1.0,0.0
104013,2017-01-25 04:22:34,0.30161420847359477,0.07789558323615153,,303.0,0.9130305039785434,HIT,NEW,,0.0,
104014,2017-01-25 04:25:24,3.874226027465341,,64.0,-1.0,,NO-ASK,N/A,,1.0,0.0
104015,2017-01-25 04:28:39,3.5539469155354726,,63.0,312.0,,NO-ASK,N/A,,1.0,0.0
104016,2017-01-25 04:35:16,3.757425416698363,,61.0,,0.9586067518363266,HIT,ERROR,,1.0,0.0
104017,2017-01-25 04:44:13,1.68263307284749,,64.0,,,NO-ASK,ERROR,,0.0,
104018,2017-01-25 04:57:05,1.3093267484246311,,59.0,,0.9734668611757575,HIT,GOOD,,1.0,0.0
104019,2017-01-25 05:04:50,2.5273139443134855,0.10181138443311066,,301.0,,NO-HIT,NEW,,1.0,0.0
104020,2017-01-25 05:08:00,3.0740696767081284,,58.0,,0.9598299300672314,HIT,N/A,,1.0,0.0
104021,2017-01-25 05:23:14,0.7802947793470395,0.062431558793035746,,,,NO-ASK,GOOD,,1.0,1.0
104022,2017-01-25 05:24:50,0.4659947217372589,0.04349428320065318,,,,NO-ASK,NEW,,0.0,
104023,2017-01-25 05:34:13,2.421294148104644,,61.0,-2.0,,NO-HIT,N/A,,1.0,0.0
104024,2017-01-25 05:51:23,1.9354602894508632,0.05045766459682488,,298.0,,NO-ASK,NEW,,1.0,0.0
104025,2017-01-25 05:52:10,3.510887754124075,,,-2.0,0.91448289677288,HIT,NEW,,0.0,
104026,2017-01-25 05:55:39,1.3310275234346634,,60.0,-1.0,0.8970662389126407,HIT,ERROR,,1.0,0.0
104027,2017-01-25 06:01:37,4.450265131095066,,59.0,,,NO-ASK,NEW,,1.0,0.0
104028,2017-01-25 06:16:33,3.803639390541896,,61.0,,,NO-ASK,ERROR,,1.0,0.0
104029,2017-01-25 06:23:14,3.0351720192817484,,61.0,304.0,0.886140182828424,HIT,N/A,,1.0,0.0
104030,2017-01-25 06:28:13,2.5313981350272683,,62.0,-1.0,,NO-HIT,N/A,,1.0,0.0
104031,2017-01-25 06:32:09,2.6394556248313585,,62.0,323.0,,NO-HIT,GOOD,,1.0,0.0
104032,2017-01-25 06:32:49,2.3238783277467805,0.1247651483781207,,,,NO-ASK,N/A,,1.0,0.0
104033,2017-01-25 06:36:25,2.6499259423233896,,64.0,309.0,,NO-ASK,ERROR,,1.0,0.0
104034,2017-01-25 06:48:22,2.3506905648593244,,64.0,,,NO-ASK,ERROR,,1.0,0.0
104035,2017-01-25 07:00:22,2.3709983699998287,0.0692025329078576,,-1.0,0.9364818656034909,HIT,NEW,,1.0,0.0
104036,2017-01-25 07:05:41,2.1670029132935977,,66.0,,0.9656240088695056,HIT,GOOD,,1.0,0.0
104037,2017-01-25 07:20:32,1.7332164098625293,0.042754254402468606,,,0.953885288466324,HIT,N/A,,1.0,0.0
104038,2017-01-25 07:26:52,3.1688652488939826,,64.0,-1.0,,NO-ASK,N/A,,0.0,
104039,2017-01-25 07:40:50,2.370580838494592,0.11500367778122467,,-2.0,0.9127918317666265,HIT,N/A,,1.0,0.0
104040,2017-01-25 07:45:22,2.3183760468001315,,59.0,300.0,0.9586619729995038,HIT,N/A,,1.0,0.0
104041,2017-01-25 08:01:08,0.675511860148653,,60.0,313.0,,NO-ASK,GOOD,,1.0,0.0
104042,2017-01-25 08:05:25,1.5848449652677927,,,,0.924585809702488,HIT,N/A,,0.0,
104043,2017-01-25 08:19:44,4.47869912604195,,65.0,-2.0,,NO-ASK,NEW,,1.0,0.0
104044,2017-01-25 08:24:37,2.4197584133503436,,64.0,293.0,0.9414434354952286,HIT,N/A,,1.0,0.0
104045,2017-01-25 08:39:24,1.5506828497728482,,60.0,,0.9478109354434978,HIT,N/A,,1.0,0.0
104046,2017-01-25 08:42:25,3.177630535364264,,,296.0,,NO-ASK,DEBTOR,,1.0,0.0
104047,2017-01-25 08:45:28,0.05058626599045567,,56.0,295.0,,NO-ASK,N/A,,0.0,
104048,2017-01-25 08:58:37,1.38594699152475,0.060762416193307356,,,,NO-HIT,DEBTOR,,1.0,0.0
104049,2017-01-25 09:11:04,3.027469052104384,,63.0,311.0,,NO-ASK,N/A,,1.0,0.0
104050,2017-01-25 09:21:42,3.5600182789662242,,60.0,-2.0,,NO-ASK,GOOD,,1.0,0.0
104051,2017-01-25 09:37:04,2.0975783131125127,,61.0,,0.7975183983588345,HIT,GOOD,,0.0,
104052,2017-01-25 09:53:00,3.0847756936278876,,61.0,,,NO-HIT,N/A,,0.0,
104053,2017-01-25 09:58:28,0.7536869627581838,,65.0,,,NO-ASK,GOOD,,1.0,0.0
104054,2017-01-25 10:02:32,1.0590781658116024,,63.0,,,NO-ASK,NEW,,1.0,0.0
104055,2017-01-25 10:15:24,4.489329149035005,0.10253850497070927,,-1.0,,NO-HIT,ERROR,,1.0,0.0
104056,2017-01-25 10:20:58,0.7196509646136935,,61.0,-2.0,,NO-ASK,NEW,,0.0,
104057,2017-01-25 10:29:06,4.235241546536844,0.09523691528411549,,-1.0,0.8934950787363977,HIT,GOOD,,1.0,0.0
104058,2017-01-25 10:37:31,2.502785490286874,,59.0,,,NO-ASK,N/A,,0.0,
104059,2017-01-25 10:40:43,2.8664029312096777,0.041892760426744946,,,,NO-ASK,NEW,,1.0,0.0
104060,2017-01-25 10:44:04,1.2762748328995424,,62.0,,0.937092881570793,HIT,GOOD,,1.0,1.0
104061,2017-01-25 10:58:11,1.3015261899023591,,71.0,307.0,,NO-HIT,GOOD,,1.0,0.0
104062,2017-01-25 11:12:38,1.2263695454006194,,,,,NO-ASK,N/A,,0.0,
104063,2017-01-25 11:21:23,2.818805661737788,,63.0,,,NO-ASK,N/A,,1.0,0.0
104064,2017-01-25 11:36:17,1.9849182259156717,0.02893602825697328,,,,NO-ASK,N/A,,1.0,0.0
104065,2017-01-25 11:48:41,1.0050490842927222,0.07013848623201868,,,,NO-ASK,GOOD,,0.0,
104066,2017-01-25 11:58:05,2.1941072288933126,0.09026396806767834,,-1.0,0.8368552213200882,HIT,NEW,,0.0,
104067,2017-01-25 12:03:45,2.8558481128116764,,,312.0,,NO-ASK,N/A,,0.0,
104068,2017-01-25 12:13:14,1.3612486122255092,,62.0,,,NO-ASK,GOOD,,1.0,0.0
104069,2017-01-25 12:20:12,2.453329178445678,,63.0,,,NO-ASK,GOOD,,1.0,0.0
104070,2017-01-25 12:32:08,3.125564726403935,,63.0,,,NO-ASK,N/A,,1.0,0.0
104071,2017-01-25 12:43:33,0.2609173242135019,,63.0,,0.9361676008905618,HIT,ERROR,,1.0,1.0
104072,2017-01-25 12:54:55,2.50016397819919,,,283.0,,NO-ASK,N/A,,1.0,0.0
104073,2017-01-25 12:56:23,4.0025342926441665,0.040426986364155426,,,0.8965210252236847,HIT,N/A,,1.0,1.0
104074,2017-01-25 13:04:38,2.480608721402525,,62.0,-2.0,,NO-ASK,GOOD,,1.0,0.0
104075,2017-01-25 13:06:08,2.3013675041886783,0.08633997236022928,,-2.0,,NO-HIT,N/A,,1.0,0.0
104076,2017-01-25 13:20:02,2.252211220969154,,58.0,314.0,0.9411058730058011,HIT,DEBTOR,,0.0,
104077,2017-01-25 13:34:34,1.3497965110364551,,63.0,-1.0,,NO-ASK,DEBTOR,,0.0,
104078,2017-01-25 13:43:38,2.365924683603281,,66.0,302.0,,NO-ASK,ERROR,,1.0,0.0
104079,2017-01-25 13:55:47,4.047883668116185,,,,0.9566525527341468,HIT,GOOD,,1.0,0.0
104080,2017-01-25 14:01:16,2.5903616340777713,,65.0,-2.0,0.9292815092888996,HIT,N/A,,1.0,0.0
104081,2017-01-25 14:02:03,3.082709133061976,,59.0,-2.0,,NO-ASK,GOOD,,1.0,0.0
104082,2017-01-25 14:17:10,2.0525741652494194,0.10666240443794173,,,0.8739288739806746,HIT,NEW,,0.0,
104083,2017-01-25 14:27:09,1.7124164531855688,,61.0,,,NO-ASK,NEW,,0.0,
104084,2017-01-25 14:40:57,2.957928012909295,,62.0,309.0,0.9420143625644947,HIT,N/A,,1.0,0.0
104085,2017-01-25 14:53:38,1.532235970283321,0.09020693903992083,,-1.0,0.9466018336319585,HIT,DEBTOR,,0.0,
104086,2017-01-25 14:59:50,1.2620969921223195,0.06150921765931394,,,0.9363288783790608,HIT,GOOD,,1.0,1.0
104087,2017-01-25 15:10:46,1.954947645877654,,64.0,,,NO-ASK,ERROR,,1.0,0.0
104088,2017-01-25 15:14:29,0.3360950108711833,0.037414496131830566,,-1.0,,NO-ASK,N/A,,0.0,
104089,2017-01-25 15:22:40,1.8454934762718151,0.058628215541592255,,,,NO-HIT,DEBTOR,,1.0,1.0
104090,2017-01-25 15:39:14,2.08599192803093,,64.0,307.0,0.8987081385168444,HIT,GOOD,,1.0,0.0
104091,2017-01-25 15:51:11,3.300949342825242,,61.0,309.0,0.8850332509557449,HIT,N/A,,1.0,0.0
104092,2017-01-25 16:06:50,4.464883637463193,,62.0,,,NO-ASK,N/A,,1.0,0.0
104093,2017-01-25 16:08:10,2.3622134846560283,0.07761699637854713,,,,NO-HIT,N/A,,1.0,0.0
104094,2017-01-25 16:10:25,1.4315663808059105,,65.0,317.0,0.9054127072388497,HIT,GOOD,,1.0,0.0
104095,2017-01-25 16:18:13,2.4022545226088967,0.0994273458238093,,-2.0,0.8932377936792446,HIT,GOOD,,0.0,
104096,2017-01-25 16:24:23,2.6860612832324993,,,,0.883913746006374,HIT,DEBTOR,,0.0,
104097,2017-01-25 16:35:01,2.6443130366580685,,,-2.0,,NO-ASK,DEBTOR,,1.0,0.0
104098,2017-01-25 16:38:55,4.131538043843581,,,331.0,0.8799357151023821,HIT,DEBTOR,,1.0,1.0
104099,2017-01-25 16:39:51,3.379268927314348,,62.0,309.0,,NO-ASK,GOOD,,1.0,0.0
104100,2017-01-25 16:43:59,3.2859876486507726,0.0824189765950557,,316.0,,NO-ASK,ERROR,,1.0,0.0
104101,2017-01-25 16:56:13,2.561825462925659,,64.0,-1.0,,NO-ASK,N/A,,1.0,0.0
104102,2017-01-25 16:59:55,3.2636739865680693,0.04316739503048994,,,0.8807874847746074,HIT,ERROR,,1.0,0.0
104103,2017-01-25 17:00:39,1.6528498443301154,,67.0,316.0,,NO-ASK,DEBTOR,,1.0,0.0
104104,2017-01-25 17:15:27,2.5816401356858667,,64.0,,0.8331583153450745,HIT,DEBTOR,,1.0,1.0
104105,2017-01-25 17:22:36,3.7770311156341854,0.06524744222210299,,,,NO-HIT,ERROR,,1.0,0.0
104106,2017-01-25 17:27:27,4.361311618925539,,63.0,,,NO-ASK,N/A,,1.0,0.0
104107,2017-01-25 17:42:52,2.4031798921172802,,58.0,,,NO-ASK,N/A,,1.0,0.0
104108,2017-01-25 17:45:07,3.3076214441241936,,57.0,-2.0,,NO-HIT,NEW,,0.0,
104109,2017-01-25 17:54:01,0.9109159954603279,,,-2.0,,NO-ASK,DEBTOR,,1.0,0.0
104110,2017-01-25 18:00:33,2.101531650580325,0.07469629570166847,,-2.0,0.9536568372115817,HIT,GOOD,,1.0,0.0
104111,2017-01-25 18:06:39,3.540196063720326,0.055050961509542695,,,,NO-ASK,NEW,,0.0,
104112,2017-01-25 18:10:19,5.501704938842294,,62.0,-1.0,0.9197020700065649,HIT,ERROR,,1.0,0.0
104113,2017-01-25 18:14:41,2.3066202404656955,,64.0,,,NO-ASK,ERROR,,1.0,0.0
104114,2017-01-25 18:19:16,3.908563520902205,,63.0,,,NO-ASK,N/A,,0.0,
104115,2017-01-25 18:34:04,2.1603811470222674,0.1639912788713116,,,0.9528253875274849,HIT,N/A,,1.0,1.0
104116,2017-01-25 18:35:16,2.249818287712575,,61.0,-1.0,,NO-ASK,GOOD,,0.0,
104117,2017-01-25 18:52:00,2.9572849704222346,,63.0,-1.0,,NO-HIT,ERROR,,1.0,0.0
104118,2017-01-25 19:08:11,3.2106114761860556,,63.0,,0.9341647189952946,HIT,GOOD,,1.0,0.0
104119,2017-01-25 19:19:10,1.8538089412183716,,64.0,303.0,,NO-ASK,N/A,,0.0,
104120,2017-01-25 19:22:08,2.9487093488392246,,62.0,,0.8864271437473406,HIT,GOOD,,1.0,0.0
104121,2017-01-25 19:35:35,3.2264447396909475,,63.0,,0.9059847721727239,HIT,GOOD,,1.0,1.0
104122,2017-01-25 19:38:55,2.4933224166096846,,61.0,,,NO-ASK,NEW,,1.0,1.0
104123,2017-01-25 19:53:41,0.23105811512292967,,59.0,,,NO-ASK,N/A,,0.0,
104124,2017-01-25 20:10:54,2.1316029982773825,0.07612318199906687,,,0.9393302564448892,HIT,GOOD,,1.0,0.0
104125,2017-01-25 20:16:10,2.895384159569037,,,307.0,,NO-ASK,DEBTOR,,0.0,
104126,2017-01-25 20:28:46,1.8483894752365893,,60.0,-2.0,0.918207781309037,HIT,NEW,,0.0,
104127,2017-01-25 20:42:28,4.8377806157641725,,62.0,,,NO-ASK,N/A,,1.0,0.0
104128,2017-01-25 20:43:44,2.538728817363566,,64.0,-2.0,,NO-ASK,NEW,,1.0,0.0
104129,2017-01-25 20:57:17,3.0828118876227637,0.029737984817485685,,,0.925555554796794,HIT,N/A,,1.0,0.0
104130,2017-01-25 21:10:56,3.993377188466965,,60.0,,,NO-ASK,DEBTOR,,1.0,0.0
104131,2017-01-25 21:11:35,0.5728970668699975,0.05368723275572851,,285.0,0.9196563051284576,HIT,DEBTOR,,0.0,
104132,2017-01-25 21:21:24,3.341778150086951,,64.0,-1.0,,NO-ASK,ERROR,,1.0,0.0
104133,2017-01-25 21:37:32,-0.15182062512223599,0.20014885774907742,,,,NO-ASK,ERROR,,0.0,
104134,2017-01-25 21:44:52,3.470833691479871,,67.0,305.0,,NO-ASK,N/A,,1.0,0.0
104135,2017-01-25 21:51:45,2.675384400739277,,66.0,-1.0,,NO-HIT,N/A,,1.0,0.0
104136,2017-01-25 21:55:30,1.764244623012539,,,296.0,,NO-HIT,GOOD,,1.0,0.0
104137,2017-01-25 22:04:51,2.9590996403186502,,60.0,296.0,,NO-HIT,N/A,,1.0,0.0
104138,2017-01-25 22:14:07,4.521284633791047,,58.0,-2.0,,NO-ASK,NEW,,1.0,0.0
104139,2017-01-25 22:21:14,3.241627024064935,0.05475473683742749,,293.0,0.8571133543990547,HIT,NEW,,1.0,0.0
104140,2017-01-25 22:33:59,4.846481199905173,,63.0,297.0,,NO-HIT,N/A,,1.0,0.0
104141,2017-01-25 22:39:49,3.48974615909234,0.12698929292892824,,,,NO-ASK,DEBTOR,,1.0,0.0
104142,2017-01-25 22:42:34,1.7963998961493548,,59.0,286.0,,NO-ASK,GOOD,,1.0,0.0
104143,2017-01-25 22:50:25,3.2133775187325213,,,,0.9499026152223096,HIT,GOOD,,1.0,0.0
104144,2017-01-25 23:01:49,4.25994901744178,0.09203270505735406,,-1.0,,NO-ASK,NEW,,1.0,0.0
104145,2017-01-25 23:17:55,1.6625544106259484,,63.0,,0.9063080755702229,HIT,NEW,,1.0,1.0
104146,2017-01-25 23:26:29,4.453338817747063,,61.0,,,NO-ASK,ERROR,,1.0,0.0
104147,2017-01-25 23:33:51,2.1623833430432837,,,,,NO-HIT,N/A,,1.0,0.0
104148,2017-01-25 23:44:52,3.3877785384006076,,,-1.0,0.9512220849200554,HIT,N/A,,1.0,0.0
104149,2017-01-25 23:55:05,2.938402227262848,,62.0,299.0,,NO-ASK,N/A,,1.0,0.0
104150,2017-01-25 23:55:48,1.8270598226979626,,62.0,-1.0,,NO-ASK,GOOD,,1.0,1.0
104151,2017-01-26 00:00:51,1.1337181439511872,0.0743013474906572,,,,NO-HIT,N/A,,1.0,0.0
104152,2017-01-26 00:04:24,2.6499120807624568,,63.0,-1.0,0.9682116081283326,HIT,NEW,,1.0,0.0
104153,2017-01-26 00:09:02,1.9308284015256565,0.09106852154019263,,-1.0,0.9416356248472247,HIT,GOOD,,0.0,
104154,2017-01-26 00:17:17,1.7882252320005947,,60.0,,,NO-ASK,DEBTOR,,1.0,0.0
104155,2017-01-26 00:24:53,2.9137530105646423,,65.0,,0.929861007354061,HIT,GOOD,,1.0,0.0
104156,2017-01-26 00:39:30,3.348012253745926,0.07537472401286871,,311.0,0.867006547773203,HIT,NEW,,0.0,
104157,2017-01-26 00:51:09,1.44738148800609,0.06785906328215174,,-1.0,0.9574541494267279,HIT,N/A,,1.0,0.0
104158,2017-01-26 00:59:12,2.038052451188562,0.04675094151963122,,,,NO-ASK,DEBTOR,,1.0,0.0
104159,2017-01-26 01:02:00,2.7801172357840724,,63.0,301.0,,NO-ASK,DEBTOR,,1.0,0.0
